u_location,u_name,u_quantity,u_special,u_type,u_upper,u_website
湖南,湖南理工学院,本科,——,工科,湖南省教育厅,www.hnist.cn
湖南,衡阳师范学院,本科,——,师范,湖南省教育厅,www.hynu.cn
湖南,怀化学院,本科,——,综合,湖南省教育厅,www.hhtc.edu.cn
湖南,湖南文理学院,本科,——,综合,湖南省教育厅,——
湖南,湖南工商大学,本科,——,财经,湖南省教育厅,www.hnuc.edu.cn
湖南,南华大学,本科,——,综合,湖南省教育厅,www.usc.edu.cn
福建,福建农林大学东方学院,独立学院,——,工科,福建省教育厅,www.fafuoc.com
福建,福州大学阳光学院,独立学院,——,工科,福建省教育厅,http://ygxy.fzu.edu.cn
福建,福州大学至诚学院,独立学院,——,综合,福建省教育厅,www.fdzcxy.com
湖南,湖南工程学院,本科,——,工科,湖南省教育厅,www.hnie.edu.cn
湖南,邵阳学院,本科,——,工科,湖南省教育厅,http://www.hnsyu.net
湖南,湖南城市学院,本科,——,综合,湖南省教育厅,www.hncu.net
湖南,长沙理工大学,本科,——,工科,湖南省教育厅,http://www.csust.edu.cn/
湖南,长沙学院,本科,——,工科,湖南省教育厅,www.ccsu.cn
湖南,湖南工业大学,本科,——,工科,湖南省教育厅,www.hut.edu.cn
湖南,湖南科技大学,本科,——,综合,湖南省教育厅,www.hnust.cn
湖南,湘南学院,本科,——,工科,湖南省教育厅,http://www.xnu.edu.cn
湖南,湖南科技学院,本科,——,综合,湖南省教育厅,www.huse.cn
湖南,湖南财经高等专科学校,高职专科,——,财经,——,www.hufe.edu.cn
山东,山东大学,本科,,综合,教育部,www.bkzs.sdu.edu.cn
山东,中国海洋大学,本科,,综合,教育部,http://www.ouc.edu.cn
山东,山东大学威海分校,本科,,综合,教育部,http://www.wh.sdu.edu.cn
山东,哈尔滨工业大学（威海）,本科,,综合,——,www.hitwh.edu.cn
山东,中国石油大学(华东),本科,,工科,——,www.upc.edu.cn
山东,山东科技大学,本科,——,综合,山东省教育厅,http://www.sdust.edu.cn/
山东,青岛科技大学,本科,——,工科,山东省教育厅,——
山东,山东建筑大学,本科,——,工科,山东省教育厅,http://www.sdjzu.edu.cn
山东,齐鲁工业大学,本科,——,工科,山东省教育厅,http://www.spu.edu.cn
山东,山东农业大学,本科,——,农业,山东省教育厅,http://www.sdau.edu.cn
山东,青岛农业大学,本科,——,农业,——,http://www.qau.edu.cn
山东,潍坊医学院,本科,——,医药,山东省教育厅,http://www.wfmc.edu.cn
山东,泰山医学院,本科,——,医药,山东省教育厅,http://www.tsmc.edu.cn
山东,滨州医学院,本科,——,医药,山东省教育厅,http://www.bzmc.edu.cn
山东,山东中医药大学,本科,——,医药,山东省教育厅,http://www.sdutcm.edu.cn
江苏,南京大学,本科,,综合,教育部,www.nju.edu.cn
江苏,东南大学,本科,,综合,教育部,www.seu.edu.cn
江苏,中国矿业大学(徐州),本科,,工科,教育部,http://www.cumt.edu.cn/
江苏,苏州大学,本科,,综合,江苏省教育厅,http://www.suda.edu.cn
江苏,南京航空航天大学,本科,,工科,工业与信息化部,http://www.nuaa.edu.cn
江苏,南京理工大学,本科,,工科,工业与信息化部,http://www.njust.edu.cn/
江苏,河海大学,本科,,工科,教育部,www.hhu.edu.cn
江苏,江南大学,本科,,综合,教育部,www.jiangnan.edu.cn
江苏,南京农业大学,本科,,农业,教育部,www.njau.edu.cn
江苏,中国药科大学,本科,,医药,教育部,www.cpu.edu.cn
江苏,南京师范大学,本科,,师范,江苏省教育厅,www.njnu.edu.cn
江苏,南京工业大学,本科,——,工科,江苏省教育厅,——
江苏,江苏工业学院,本科,——,工科,——,www.
江苏,南京林业大学,本科,——,林业,江苏省教育厅,www.njfu.edu.cn
江苏,江苏大学,本科,——,综合,江苏省教育厅,www.ujs.edu.cn
江苏,盐城工学院,本科,——,工科,江苏省教育厅,www.ycit.edu.cn
山东,济宁医学院,本科,——,医药,山东省教育厅,http://www.jnmc.edu.cn
山东,山东师范大学,本科,——,师范,山东省教育厅,www.sdnu.edu.cn
山东,曲阜师范大学,本科,——,师范,山东省教育厅,http://www.qfnu.edu.cn
山东,聊城大学,本科,——,综合,山东省教育厅,http://www.lcu.edu.cn
山东,德州学院,本科,——,综合,山东省教育厅,http://www.dzu.edu.cn
山东,临沂师范学院,本科,——,师范,——,http://www.lyu.edu.cn
山东,泰山学院,本科,——,综合,山东省教育厅,http://www.tsu.edu.cn
山东,山东财经大学,本科,——,财经,山东省教育厅,http://www.sdufe.edu.cn/
山东,山东艺术学院,本科,——,艺术,山东省教育厅,www.sdca.edu.cn
山东,枣庄学院,本科,——,综合,山东省教育厅,www.uzz.edu.cn
江苏,南京医科大学,本科,——,医药,江苏省教育厅,www.njmu.edu.cn
江苏,徐州医学院,本科,——,医药,江苏省教育厅,www.xzmc.edu.cn
江苏,南京中医药大学,本科,——,医药,江苏省教育厅,www.njutcm.edu.cn
江苏,徐州师范大学,本科,——,师范,江苏省教育厅,www.xznu.edu.cn
江苏,淮阴师范学院,本科,——,师范,江苏省教育厅,www.hytc.edu.cn
江苏,盐城师范学院,本科,——,师范,江苏省教育厅,www.yctc.edu.cn
江苏,南京体育学院,本科,——,体育,江苏省教育厅,www.nipes.cn
江苏,南京艺术学院,本科,——,艺术,江苏省教育厅,www.njarti.edu.cn
江苏,常熟理工学院,本科,——,综合,江苏省教育厅,www.cslg.cn
湖北,武汉大学,本科,,综合,教育部,www.whu.edu.cn
湖北,华中科技大学,本科,,工科,教育部,www.hust.edu.cn
湖北,华中农业大学,本科,,农业,教育部,www.hzau.edu.cn
湖北,华中师范大学,本科,,师范,教育部,www.ccnu.edu.cn
湖北,中南财经政法大学,本科,,财经,教育部,www.znufe.edu.cn
湖北,武汉理工大学,本科,,工科,教育部,www.whut.edu.cn
湖北,中国地质大学(武汉),本科,,工科,——,www.cug.edu.cn
湖北,武汉工程大学,本科,——,工科,湖北省教育厅,www.wit.edu.cn
湖北,武汉科技学院,本科,——,工科,——,www.wtu.edu.cn
湖北,武汉轻工大学,本科,——,工科,湖北省教育厅,www.whpu.edu.cn
湖北,湖北中医学院,本科,——,医药,——,http://www.hbtcm.edu.cn/
湖北,湖北大学,本科,——,综合,湖北省教育厅,www.hubu.edu.cn
湖北,湖北师范学院,本科,——,师范,湖北省教育厅,www.hbnu.edu.cn
湖北,黄冈师范学院,本科,——,师范,——,www.hgnc.net
湖北,湖北民族学院,本科,——,民族,湖北省教育厅,http://zsxx.hbmy.edu.cn
湖北,湖北文理学院,本科,——,综合,湖北省教育厅,www.hbuas.edu.cn
湖北,武汉体育学院,本科,——,体育,湖北省教育厅,www.wipe.edu.cn
湖北,湖北美术学院,本科,——,艺术,湖北省教育厅,http://www.hifa.edu.cn/
湖北,中南民族大学,本科,——,民族,国家民族事务委员会,——
湖北,湖北汽车工业学院,本科,——,工科,湖北省教育厅,www.huat.edu.cn
湖北,湖北工程学院,本科,——,综合,湖北省教育厅,www.hbeu.cn
湖北,湖北科技学院,本科,——,综合,湖北省教育厅,http://www.hbust.com.cn
湖北,郧阳医学院,本科,——,医药,——,www.yymc.edu.cn
湖北,江汉大学,本科,——,综合,湖北省教育厅,www.jhun.edu.cn
湖北,沙市大学,其它,——,综合,——,www.jzlg.cn
浙江,浙江大学,本科,,综合,教育部,www.zju.edu.cn
浙江,浙江工业大学,本科,——,工科,浙江省教育厅,www.zjut.edu.cn
浙江,浙江理工大学,本科,——,工科,浙江省教育厅,www.zstu.edu.cn
浙江,浙江海洋学院,本科,——,农业,浙江省教育厅,www.zjou.net.cn
浙江,浙江林学院,本科,——,林业,——,www.zafu.edu.cn
浙江,温州医科大学,本科,——,医药,浙江省教育厅,www.wzmc.edu.cn
浙江,浙江中医药大学,本科,——,医药,浙江省教育厅,www.zjtcm.net
浙江,浙江师范大学,本科,——,师范,浙江省教育厅,www.zjnu.edu.cn
浙江,杭州师范大学,本科,——,师范,浙江省教育厅,www.hznu.edu.cn
浙江,湖州师范学院,本科,——,师范,浙江省教育厅,www.hutc.zj.cn
浙江,绍兴文理学院,本科,——,师范,浙江省教育厅,www.usx.edu.cn
浙江,台州学院,本科,——,综合,浙江省教育厅,www.tzc.edu.cn
浙江,中国美术学院,本科,——,艺术,浙江省教育厅,www.caa.edu.cn
浙江,中国计量大学,本科,——,工科,浙江省教育厅,www.cjlu.edu.cn
浙江,浙江万里学院,本科,——,工科,浙江省教育厅,www.zjwu.net
浙江,浙江科技学院,本科,——,工科,浙江省教育厅,www.zust.edu.cn
浙江,宁波工程学院,本科,——,工科,浙江省教育厅,www.nbut.edu.cn
浙江,温州大学,本科,——,工科,浙江省教育厅,www.wzu.edu.cn
浙江,浙江财经大学,本科,——,财经,浙江省教育厅,www.zufe.edu.cn
浙江,宁波大学,本科,——,综合,浙江省教育厅,——
浙江,嘉兴学院,本科,——,财经,浙江省教育厅,www.zjxu.edu.cn
浙江,浙江教育学院,其它,——,师范,——,www.zisu.edu.cn
浙江,杭州电子科技大学,本科,——,工科,浙江省教育厅,——
浙江,浙江工商大学,本科,——,财经,浙江省教育厅,http://www.zjsu.edu.cn
浙江,宁波诺丁汉大学,本科,——,综合,浙江省教育厅,www.nottingham.edu.cn
上海,复旦大学,本科,,综合,教育部,http://www.fudan.edu.cn/
上海,同济大学,本科,,工科,教育部,www.tongji.edu.cn
上海,上海交通大学,本科,,综合,教育部,www.sjtu.edu.cn
上海,华东师范大学,本科,,师范,教育部,www.ecnu.edu.cn
上海,华东理工大学,本科,,工科,教育部,http://www.ecust.edu.cn/
上海,东华大学,本科,,工科,教育部,http://www.dhu.edu.cn
上海,上海中医药大学,本科,——,医药,上海市教育委员会,www.shutcm.com
上海,上海外国语大学,本科,,语言,教育部,http://www.shisu.edu.cn
上海,上海财经大学,本科,,财经,教育部,http://www.shufe.edu.cn/structure/index.html
上海,上海大学,本科,,综合,上海市教育委员会,http://www.shu.edu.cn
上海,中国人民解放军第二军医大学,本科,,军事,中国人民解放军总政治部,http://www.smmu.edu.cn
上海,上海交通大学医学院,本科,,医药,教育部,http://www.bjtu.edu.cn
黑龙江,哈尔滨工业大学,本科,,工科,工业与信息化部,http://www.hit.edu.cn/
黑龙江,哈尔滨工程大学,本科,,工科,工业与信息化部,http://www.hrbeu.edu.cn
黑龙江,东北林业大学,本科,,林业,教育部,http://www.nefu.edu.cn
黑龙江,东北农业大学,本科,,农业,——,——
黑龙江,黑龙江大学,本科,——,综合,黑龙江省教育厅,www.hlju.edu.cn
黑龙江,黑龙江科技大学,本科,——,工科,黑龙江省教育厅,http://www.usth.edu.cn
黑龙江,大庆石油学院,本科,——,工科,——,www.dqpi.edu.cn
黑龙江,齐齐哈尔大学,本科,——,综合,黑龙江省教育厅,www.qqhru.edu.cn
黑龙江,黑龙江八一农垦大学,本科,——,农业,黑龙江省教育厅,http://www.hlau.cn
黑龙江,黑龙江中医药大学,本科,——,医药,黑龙江省教育厅,www.hljucm.net
黑龙江,牡丹江医学院,本科,——,医药,黑龙江省教育厅,——
黑龙江,哈尔滨师范大学,本科,——,师范,黑龙江省教育厅,www.hrbnu.edu.cn
黑龙江,牡丹江师范学院,本科,——,师范,黑龙江省教育厅,www.mdjnu.cn
黑龙江,绥化学院,本科,——,综合,黑龙江省教育厅,www.shxy.net
黑龙江,哈尔滨商业大学,本科,——,财经,黑龙江省教育厅,www.hrbcu.edu.cn
黑龙江,哈尔滨体育学院,本科,——,体育,黑龙江省教育厅,www.hrbipe.edu.cn
黑龙江,齐齐哈尔医学院,本科,——,医药,黑龙江省教育厅,http://www.qqhrmu.cn
上海,上海理工大学,本科,——,工科,上海市教育委员会,http://www.usst.edu.cn
上海,上海电力学院,本科,——,工科,上海市教育委员会,www.shiep.edu.cn
上海,上海水产大学,其它,——,农业,——,http://www.shfu.edu.cn
上海,上海师范大学,本科,——,师范,上海市教育委员会,www.shnu.edu.cn
上海,上海对外经贸大学,本科,——,财经,上海市教育委员会,www.shift.edu.cn
上海,华东政法大学,本科,——,政法,上海市教育委员会,www.ecupl.edu.cn
上海,上海体育学院,本科,——,体育,上海市教育委员会,http://www.sus.edu.cn
上海,上海音乐学院,本科,——,艺术,上海市教育委员会,www.shcmusic.edu.cn
上海,上海戏剧学院,本科,——,艺术,上海市教育委员会,www.sta.edu.cn
上海,上海工程技术大学,本科,——,工科,上海市教育委员会,www.sues.edu.cn
上海,上海政法学院,本科,——,政法,上海市教育委员会,www.shupl.edu.cn
上海,上海第二工业大学,本科,——,工科,上海市教育委员会,www.sspu.edu.cn
上海,上海市广播电视大学,其它,——,语言,——,——
辽宁,大连理工大学,本科,,工科,教育部,——
辽宁,东北大学,本科,,工科,教育部,www.neu.edu.cn
辽宁,辽宁大学,本科,,综合,辽宁省教育厅,http://www.lnu.edu.cn
辽宁,大连海事大学,本科,,工科,交通运输部,http://www.dlmu.edu.cn
辽宁,沈阳工业大学,本科,——,工科,辽宁省教育厅,www.sut.edu.cn
辽宁,沈阳航空工业学院,本科,——,工科,——,http://www.sau.edu.cn
辽宁,辽宁科技大学,本科,——,工科,辽宁省教育厅,www.ustl.edu.cn
辽宁,辽宁工程技术大学,本科,——,工科,辽宁省教育厅,www.lntu.edu.cn
辽宁,辽宁石油化工大学,本科,——,工科,辽宁省教育厅,www.lnpu.edu.cn
辽宁,沈阳化工学院,本科,——,工科,——,www.syuct.edu.cn
辽宁,大连工业大学,本科,——,工科,辽宁省教育厅,www.dlpu.edu.cn
辽宁,辽宁工业大学,本科,——,工科,辽宁省教育厅,http://www.lnut.edu.cn/
辽宁,沈阳农业大学,本科,——,农业,辽宁省教育厅,http://www.syau.edu.cn
辽宁,大连水产学院,本科,——,农业,——,http://www.dlou.edu.cn
辽宁,中国医科大学,本科,——,医药,辽宁省教育厅,www.cmu.edu.cn
辽宁,辽宁医学院,本科,——,医药,辽宁省教育厅,www.jzmu.edu.cn
黑龙江,佳木斯大学,本科,——,综合,黑龙江省教育厅,www.jmsu.org
黑龙江,哈尔滨理工大学,本科,——,工科,黑龙江省教育厅,www.hrbust.edu.cn
黑龙江,哈尔滨学院,本科,——,综合,黑龙江省教育厅,www.hrbu.edu.cn
黑龙江,黑龙江工程学院,本科,——,工科,黑龙江省教育厅,www.hljit.edu.cn
黑龙江,黑河学院,本科,——,综合,黑龙江省教育厅,www.hhxy.edu.cn
黑龙江,哈尔滨医科大学,本科,——,医药,黑龙江省教育厅,——
黑龙江,大庆师范学院,本科,——,综合,黑龙江省教育厅,www.dqsy.net
黑龙江,哈尔滨金融高等专科学校,高职专科,——,财经,——,http://www.hrbjz.edu.cn
辽宁,大连医科大学,本科,——,医药,辽宁省教育厅,www.dlmedu.edu.cn
辽宁,辽宁中医药大学,本科,——,医药,辽宁省教育厅,www.lnutcm.edu.cn
辽宁,沈阳药科大学,本科,——,医药,辽宁省教育厅,www.syphu.edu.cn
辽宁,沈阳医学院,本科,——,医药,辽宁省教育厅,www.symc.edu.cn
辽宁,辽宁师范大学,本科,——,师范,辽宁省教育厅,www.lnnu.edu.cn
辽宁,沈阳师范大学,本科,——,师范,辽宁省教育厅,www.synu.edu.cn
辽宁,鞍山师范学院,本科,——,师范,辽宁省教育厅,www.asnc.edu.cn
辽宁,大连外国语大学,本科,——,语言,辽宁省教育厅,www.dlufl.edu.cn
辽宁,东北财经大学,本科,——,财经,辽宁省教育厅,http://www.dufe.edu.cn
天津,南开大学,本科,,综合,教育部,www.nankai.edu.cn
天津,天津大学,本科,,工科,教育部,——
天津,河北工业大学,本科,,工科,河北省教育厅,www.hebut.edu.cn
天津,天津医科大学,本科,,医药,天津市教育委员会,www.tijmu.edu.cn
天津,天津科技大学,本科,——,工科,天津市教育委员会,www.tust.edu.cn
天津,天津工业大学,本科,——,工科,天津市教育委员会,www.tjpu.edu.cn
天津,中国民航大学,本科,——,工科,中国民用航空总局,www.cauc.edu.cn
天津,天津理工大学,本科,——,工科,天津市教育委员会,http://www.tjut.edu.cn/
天津,天津农学院,本科,——,农业,天津市教育委员会,www.tjau.edu.cn
天津,天津中医药大学,本科,——,医药,天津市教育委员会,www.tjutcm.edu.cn
天津,天津师范大学,本科,——,师范,天津市教育委员会,www.tjnu.edu.cn
天津,天津外国语学院,本科,——,语言,——,http://zsb.tjfsu.edu.cn
天津,天津商业大学,本科,——,财经,天津市教育委员会,http://zs.tjcu.edu.cn
天津,天津体育学院,本科,——,体育,天津市教育委员会,www.tjipe.edu.cn
天津,天津音乐学院,本科,——,艺术,天津市教育委员会,www.tjcm.edu.cn
天津,天津美术学院,本科,——,艺术,天津市教育委员会,www.tjarts.edu.cn
天津,天津城建大学,本科,——,工科,天津市教育委员会,www.tjuci.edu.cn
天津,天津财经大学,本科,——,财经,天津市教育委员会,www.tjufe.edu.cn
天津,天津工程师范学院,本科,——,师范,——,www.tute.edu.cn
天津,中国人民解放军军事交通学院,其它,——,军事,中国人民解放军总政治部,——
天津,天津职业大学,高职专科,——,工科,天津市教育委员会,www.tjtc.edu.cn
天津,天津医学高等专科学校,高职专科,——,医药,天津市教育委员会,www.tjyzh.cn
天津,天津财经大学珠江学院,独立学院,——,综合,天津市教育委员会,http://zhujiang.tjufe.edu.cn
天津,民办天狮职业技术学院,其它,——,综合,——,www.tianshi.edu.cn
天津,天津滨海职业学院,高职专科,——,综合,天津市教育委员会,http://www.tjbpi.com.cn/website/
吉林,吉林大学,本科,,综合,教育部,www.jlu.edu.cn
吉林,延边大学,本科,,综合,吉林省教育厅,http://zsb.ybu.edu.cn
吉林,东北师范大学,本科,,师范,教育部,http://www.nenu.edu.cn/
吉林,长春理工大学,本科,——,工科,吉林省教育厅,www.cust.edu.cn
吉林,东北电力大学,本科,——,工科,吉林省教育厅,http://www.nedu.edu.cn/
吉林,长春工业大学,本科,——,工科,吉林省教育厅,http://www.ccut.edu.cn
吉林,吉林建筑大学,本科,——,工科,吉林省教育厅,http://www.jlju.edu.cn
吉林,吉林化工学院,本科,——,工科,吉林省教育厅,www.jlict.edu.cn
吉林,吉林农业大学,本科,——,农业,吉林省教育厅,http://www.jlau.edu.cn
吉林,通化师范学院,本科,——,师范,吉林省教育厅,www.thnu.edu.cn
吉林,吉林师范大学,本科,——,师范,——,——
吉林,吉林工程技术师范学院,本科,——,师范,吉林省教育厅,www.jltiet.net
吉林,长春师范大学,本科,——,师范,吉林省教育厅,www.cncnc.edu.cn
吉林,白城师范学院,本科,——,师范,吉林省教育厅,www.bcsfxy.com
吉林,长春税务学院,本科,——,财经,——,http://www.jlufe.edu.cn
吉林,吉林体育学院,本科,——,体育,吉林省教育厅,www.jlty.com.cn
吉林,吉林艺术学院,本科,——,艺术,吉林省教育厅,www.jlart.edu.cn
吉林,长春大学,本科,——,综合,吉林省教育厅,www.ccu.edu.cn
吉林,北华大学,本科,——,综合,吉林省教育厅,http://www.beihua.edu.cn/
吉林,长春工程学院,本科,——,工科,——,www.ccit.edu.cn
吉林,吉林医药学院,本科,——,医药,吉林省教育厅,www.jlmpc.cn
吉林,吉林华侨外国语学院,其它,——,语言,——,www.hqwy.com
吉林,长春中医药大学,本科,——,医药,吉林省教育厅,http://www.ccucm.edu.cn/
吉林,吉林农业科技学院,本科,——,农业,吉林省教育厅,www.jlnku.com
吉林,吉林工商学院,本科,——,财经,吉林省教育厅,www.jlbtc.edu.cn
澳门,澳门科技大学,其它,——,综合,——,——
澳门,澳门旅游学院,------,——,------,——,——
澳门,澳门科技大学,高职专科,——,师范,——,——
香港,香港城市大学,本科,——,综合,香港特别行政区,——
香港,香港中文大学,其它,——,综合,香港特别行政区,——
香港,香港科技大学,其它,——,综合,香港特别行政区,——
香港,香港大学,其它,——,综合,香港特别行政区,——
香港,香港理工大学,其它,——,综合,香港特别行政区,——
香港,香港浸会大学,其它,——,综合,香港特别行政区,——
香港,香港岭南大学,其它,——,综合,香港特别行政区,——
香港,香港教育学院,本科,——,综合,香港特别行政区,——
宁夏,宁夏大学,本科,,综合,宁夏回族自治区教育厅,www.nxu.edu.cn
宁夏,宁夏医学院,本科,——,医药,——,http://www.nxmu.edu.cn/
宁夏,北方民族大学,本科,——,民族,国家民族事务委员会,http://www.nwsni.edu.cn/
宁夏,宁夏师范学院,本科,——,师范,宁夏回族自治区教育厅,http://www.nxtu.cn/
宁夏,宁夏理工学院,本科,——,综合,宁夏回族自治区教育厅,www.nxist.com
宁夏,宁夏工业职业学院,高职专科,——,工科,宁夏回族自治区教育厅,http://www.ngzy.nx.edu.cn
宁夏,宁夏职业技术学院,高职专科,——,综合,宁夏回族自治区教育厅,www.nxtc.edu.cnwww.nxtvu.edu.cn
宁夏,宁夏财经职业技术学院,高职专科,——,财经,宁夏回族自治区教育厅,http://www.nxcy.edu.cn/
宁夏,宁夏司法警官职业学院,高职专科,——,政法,宁夏回族自治区教育厅,http://www.nsjy.com.cn/
宁夏,宁夏建设职业技术学院,高职专科,——,工科,宁夏回族自治区教育厅,http://www.nxjy.edu.cn/
宁夏,宁夏民族职业技术学院,高职专科,——,师范,宁夏回族自治区教育厅,http://www.nxmzy.com.cn
宁夏,宁夏工商职业技术学院,高职专科,——,财经,宁夏回族自治区教育厅,http://www.nxgs.edu.cn/
宁夏,宁夏大学新华学院,独立学院,——,综合,宁夏回族自治区教育厅,http://xinhua.nxu.edu.cn/
青海,青海大学,本科,,综合,青海省教育厅,www.qhu.edu.cn
青海,青海师范大学,本科,——,师范,青海省教育厅,http://www.qhnu.edu.cn/
青海,青海民族学院,本科,——,民族,——,http://www.qhmu.edu.cn/
青海,青海警官职业学院,高职专科,——,政法,青海省教育厅,http://www.qhpolice.edu.cn/
青海,青海畜牧兽医职业技术学院,高职专科,——,农业,青海省教育厅,http://www.qhxmzy.com.cn/
青海,青海交通职业技术学院,高职专科,——,工科,青海省教育厅,http://www.qhctc.edu.cn/
青海,青海建筑职业技术学院,高职专科,——,工科,青海省教育厅,http://www.qhavtc.com/
青海,青海卫生职业技术学院,高职专科,——,医药,青海省教育厅,http://www.qhwszy.edu.cn/
青海,青海大学昆仑学院,独立学院,——,综合,青海省教育厅,http://klc.qhu.edu.cn
新疆,新疆大学,本科,,综合,新疆维吾尔自治区教育厅,www.xju.edu.cn
新疆,石河子大学,本科,,综合,——,——
新疆,塔里木大学,本科,——,综合,新疆生产建设兵团,http://www.taru.edu.cn/
新疆,新疆农业大学,本科,——,农业,——,http://www.xjau.edu.cn/
新疆,新疆师范大学,本科,——,师范,新疆维吾尔自治区教育厅,http://www.xjnu.edu.cn
新疆,喀什大学,本科,——,师范,新疆维吾尔自治区教育厅,http://www.kstc.edu.cn/
新疆,伊犁师范学院,本科,——,师范,新疆维吾尔自治区教育厅,http://www.ylsy.edu.cn/
新疆,新疆财经学院,其它,——,财经,——,http://www.xjufe.edu.cn/
新疆,新疆艺术学院,本科,——,艺术,新疆维吾尔自治区教育厅,http://www.xjart.edu.cn/
新疆,昌吉学院,本科,——,师范,新疆维吾尔自治区教育厅,http://www.cjc.edu.cn/
云南,云南大学,本科,,综合,云南省教育厅,www.ynu.edu.cn/
云南,昆明理工大学,本科,——,工科,云南省教育厅,http://www.kmust.edu.cn/
云南,云南农业大学,本科,——,农业,云南省教育厅,http://www.ynau.edu.cn/
云南,西南林学院,本科,——,林业,——,www.swfu.edu.cn
云南,昆明医学院,本科,——,医药,云南省教育厅,http://www.kmmc.cn/
云南,大理大学,本科,——,综合,云南省教育厅,http://www.dali.edu.cn/
云南,云南中医学院,本科,——,医药,云南省教育厅,http://www.ynutcm.edu.cn/
云南,云南师范大学,本科,——,师范,云南省教育厅,http://www.ynnu.edu.cn/
云南,曲靖师范学院,本科,——,师范,云南省教育厅,http://www.qjnu.edu.cn/
云南,云南艺术学院,本科,——,艺术,云南省教育厅,http://www.ynart.edu.cn/
云南,玉溪师范学院,本科,——,师范,云南省教育厅,http://www.yxnu.net/
云南,楚雄师范学院,本科,——,师范,云南省教育厅,http://www.cxtc.edu.cn
云南,红河学院,本科,——,综合,云南省教育厅,http://www.uoh.edu.cn/
云南,云南民族大学,本科,——,民族,云南省教育厅,http://www.ynni.edu.cn/
云南,云南财经大学,本科,——,财经,云南省教育厅,http://www.ynufe.edu.cn/
云南,昭通师范高等专科学校,高职专科,——,师范,云南省教育厅,http://www.zttc.edu.cn/
云南,思茅师范高等专科学校,高职专科,——,师范,云南省教育厅,hhttp://www.peuni.cn
西藏,西藏大学,本科,,综合,西藏自治区教育厅,www.utibet.edu.cn
西藏,西藏民族学院,本科,——,民族,西藏自治区教育厅,http://www.xzmy.edu.cn/
西藏,西藏藏医学院,本科,——,医药,西藏自治区教育厅,http://www.ttmc.edu.cn/
西藏,西藏警官高等专科学校,高职专科,——,政法,——,——
西藏,西藏职业技术学院,高职专科,——,工科,——,http://www.xzgzy.cn/
新疆,新疆医科大学,本科,——,医药,新疆维吾尔自治区教育厅,http://www2.xjmu.edu.cn/
新疆,新疆财经大学,本科,——,财经,新疆维吾尔自治区教育厅,http://www.xjufe.edu.cn/
新疆,和田师范专科学校,高职专科,——,师范,新疆维吾尔自治区教育厅,http://www.htsz.edu.cn/
新疆,新疆工业高等专科学校,高职专科,——,工科,新疆维吾尔自治区教育厅,http://www.xgz.edu.cn/
新疆,新疆警官高等专科学校,高职专科,——,政法,新疆维吾尔自治区教育厅,http://www.xjjz.cn/
新疆,乌鲁木齐职业大学,高职专科,——,综合,新疆维吾尔自治区教育厅,http://www.uvu.edu.cn/
新疆,新疆维吾尔医学专科学校,高职专科,——,医药,——,http://www.xjumc.cn/
新疆,新疆大学科学技术学院,独立学院,——,综合,新疆维吾尔自治区教育厅,www.kj.xju.edu.cn
新疆,新疆农业大学科学技术学院,独立学院,——,农业,新疆维吾尔自治区教育厅,http://www.xjstc.net/
新疆,新疆农业职业技术学院,高职专科,——,农业,新疆维吾尔自治区教育厅,http://www.xjnzy.edu.cn/
新疆,新疆机电职业技术学院,高职专科,——,工科,新疆维吾尔自治区教育厅,——
新疆,新疆轻工职业技术学院,高职专科,——,工科,新疆维吾尔自治区教育厅,www.xjqg.edu.cn
新疆,克拉玛依职业技术学院,高职专科,——,工科,新疆维吾尔自治区教育厅,http://www.kzjsxy.net/
新疆,昌吉职业技术学院,高职专科,——,工科,新疆维吾尔自治区教育厅,http://www.cjpt.cn/
新疆,伊犁职业技术学院,高职专科,——,农业,新疆维吾尔自治区教育厅,www.ylzyjs.cn
贵州,贵州大学,本科,,综合,贵州省教育厅,www.gzu.edu.cn/
贵州,贵州医科大学,本科,——,医药,贵州省教育厅,http://www.gmc.edu.cn/
贵州,遵义医学院,本科,——,医药,贵州省教育厅,http://www.zmc.edu.cn/
贵州,贵阳中医学院,本科,——,医药,贵州省教育厅,http://www.gyctcm.edu.cn/
贵州,贵州师范大学,本科,——,师范,贵州省教育厅,http://www.gznu.edu.cn/
贵州,遵义师范学院,本科,——,师范,贵州省教育厅,http://www.zync.edu.cn/
贵州,黔南民族师范学院,本科,——,师范,贵州省教育厅,http://www.sgmtu.edu.cn/
贵州,贵州财经学院,本科,——,财经,贵州省教育厅,http://www.gzife.edu.cn/
贵州,贵州民族学院,本科,——,民族,贵州省教育厅,http://www.gznc.edu.cn/
贵州,黔西南民族师范高等专科学校,高职专科,——,师范,——,http://www.xynun.edu.cn/
贵州,六盘水师范高等专科学校,高职专科,——,综合,——,http://www.lpssz.edu.cn/
贵州,黔南民族医学高等专科学校,高职专科,——,医药,——,http://www.qnmc.cn/
贵州,贵州商学院,高职专科,——,财经,——,http://www.gycc.net/
贵州,贵州民族学院人文科技学院,独立学院,——,民族,贵州省教育厅,http://www.gzmyrw.cn/
贵州,遵义医学院医学与科技学院,独立学院,——,医药,贵州省教育厅,http://www.zmc.edu.cn/
贵州,贵州航天职业技术学院,高职专科,——,工科,贵州省教育厅,http://www.gzhtzy.com/
江西,南昌大学,本科,,综合,江西省教育厅,www.ncu.edu.cn
